Study,Sourcelink,Webplotdigitizer,SAVE_lab,year,Country,Assay Type,Cell-type,Sera details long,Number of sera,N(female),Comparator antigen,OmicronVariant,Titre drop,Uncertainty,numerical Titre drop,TitersHAg,TitersOmicron,Log2HAg,Log2Omi,Titre drop Alpha,TitersAlpha,Titre drop Beta,TitersBeta,Titre drop Gamma,TitersGamma,Titre drop Delta,TitersDelta,Sera_details_no_time,time,Standardised_sera_names,standardise_encounters,vacc_type_het,vacc_type,vaccine_manufacturer,standardised_assay,standardised_pseudo,standardised_cell
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,3*mRNA (3m post 3rd dose),15,13,WT,BA.2,2.67,,2.67,160,60,,,,,,,,,1.3,120,3*mRNA,3m post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,WT Inf + 3*mRNA (3-4w post),9,6,WT,BA.1,5.33,,5.33,640,120,,,,,,,,,1.3,480,WT Inf + 3*mRNA,3-4w post,WT Inf + 3*mRNA,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,WT Inf + 3*mRNA (3-4w post),9,6,WT,BA.2,2.67,,2.67,640,240,,,,,,,,,1.3,480,WT Inf + 3*mRNA,3-4w post,WT Inf + 3*mRNA,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,WT Conv (3-4w post inf),11,5,WT,BA.1,21.33,,21.33,640,30,,,,,,,,,4,160,WT Conv,3-4w post inf,WT Conv,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,WT Conv (3-4w post inf),11,5,WT,BA.2,16,,16,640,40,,,,,,,,,4,160,WT Conv,3-4w post inf,WT Conv,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,WT Conv (6m post inf),11,5,WT,BA.1,8,,8,160,20,,,,,,,,,2.7,60,WT Conv,6m post inf,WT Conv,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,WT Conv (6m post inf),11,5,WT,BA.2,5.33,,5.33,160,30,,,,,,,,,2.7,60,WT Conv,6m post inf,WT Conv,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,BA.1 Conv (3-4w post inf),17,11,WT,BA.1,0.17,,0.17,10,60,,,,,,,,,1,10,BA.1 Conv,3-4w post inf,BA.1 Conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,BA.1 Conv (3-4w post inf),17,11,WT,BA.2,0.5,,0.5,10,20,,,,,,,,,1,10,BA.1 Conv,3-4w post inf,BA.1 Conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,BA.2 Conv (3-4w post inf),7,4,WT,BA.1,>>1,>>,1,10,10,,,,,,,,,1,10,BA.2 Conv,3-4w post inf,BA.2 Conv,BA.2 conv,BA.2 conv,BA.2 conv,BA.2 conv,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,BA.2 Conv (3-4w post inf),7,4,WT,BA.2,0.33,,0.33,10,30,,,,,,,,,1,10,BA.2 Conv,3-4w post inf,BA.2 Conv,BA.2 conv,BA.2 conv,BA.2 conv,BA.2 conv,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,Omicron Breakthrough (3-4w post inf),11,5,WT,BA.1,2,,2,640,320,,,,,,,,,1.3,480,Omicron Breakthrough,3-4w post inf,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,Omicron Breakthrough (3-4w post inf),11,5,WT,BA.2,1.33,,1.33,640,480,,,,,,,,,1.3,480,Omicron Breakthrough,3-4w post inf,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*AZ,41,NA,WT,BA.1,5.8,,5.8,516,89,,,,,,,,,,,3*AZ,,3*AZ,3,az,az,az,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*AZ,41,NA,WT,BA.1.1,7.48,,7.48,516,69,,,,,,,,,,,3*AZ,,3*AZ,3,az,az,az,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*AZ,41,NA,WT,BA.2,6.79,,6.79,516,76,,,,,,,,,,,3*AZ,,3*AZ,3,az,az,az,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*AZ,41,NA,WT,BA.3,8.46,,8.46,516,61,,,,,,,,,,,3*AZ,,3*AZ,3,az,az,az,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*AZ,41,NA,WT,BA.4/5,12,,12,516,43,,,,,,,,,,,3*AZ,,3*AZ,3,az,az,az,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*Pfizer,20,NA,WT,BA.1,3.66,,3.66,4261,1163,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*Pfizer,20,NA,WT,BA.1.1,3.86,,3.86,4261,1105,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*Pfizer,20,NA,WT,BA.2,3.69,,3.69,4261,1156,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*Pfizer,20,NA,WT,BA.3,3.84,,3.84,4261,1111,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,3*Pfizer,20,NA,WT,BA.4/5,11.84,,11.84,4261,360,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Early Omicron Breakthrough,16,NA,WT,BA.1,2.58,,2.58,2703,1048,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Early Omicron Breakthrough,16,NA,WT,BA.1.1,2.4,,2.4,2703,1126,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Early Omicron Breakthrough,16,NA,WT,BA.2,3.31,,3.31,2703,817,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Early Omicron Breakthrough,16,NA,WT,BA.3,2.15,,2.15,2703,1255,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Early Omicron Breakthrough,16,NA,WT,BA.4/5,4.96,,4.96,2703,545,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Late Omicron Breakthrough,16,NA,WT,BA.1,1.64,,1.64,5861,3563,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Late Omicron Breakthrough,16,NA,WT,BA.1.1,1.98,,1.98,5861,2967,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Late Omicron Breakthrough,16,NA,WT,BA.2,2.77,,2.77,5861,2119,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Late Omicron Breakthrough,16,NA,WT,BA.3,2.98,,2.98,5861,1967,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Screaton2,https://www.biorxiv.org/content/10.1101/2022.05.21.492554v1.full.pdf,n,n,2022.05.23,UK,Lentiviral Pseudotype,HEK293T/17-ACE2,Late Omicron Breakthrough,16,NA,WT,BA.4/5,5.51,,5.51,5861,1064,,,,,,,,,,,Omicron Breakthrough,,Omicron Breakthrough,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T/17-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ + mRNA (4-6w post 3rd dose),,NA,WT,BA.1,>15.5,>,15.5,1860,120,,,,,,,,,,,2*AZ + mRNA,4-6w post 3rd dose,2*AZ + mRNA,3,heterologous,az+mRNA,heterologous,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ + mRNA (4-6w post 3rd dose),,NA,WT,BA.2,>8.45,>,8.45,1860,220,,,,,,,,,,,2*AZ + mRNA,4-6w post 3rd dose,2*AZ + mRNA,3,heterologous,az+mRNA,heterologous,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ + mRNA (4-6w post 3rd dose),,NA,WT,BA.4/5,7.91,,7.91,1860,235,,,,,,,,,,,2*AZ + mRNA,4-6w post 3rd dose,2*AZ + mRNA,3,heterologous,az+mRNA,heterologous,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*Pfizer,7,NA,WT,BA.1,>>12,>>,12,240,20,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*Pfizer,7,NA,WT,BA.2,>>7.06,>>,07.06,240,34,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*Pfizer,7,NA,WT,BA.4/5,>13.33,>,13.33,240,18,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,3*Pfizer (4-6w post 3rd dose),7,NA,WT,BA.1,8.57,,8.57,1800,210,,,,,,,,,,,3*Pfizer,4-6w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,3*Pfizer (4-6w post 3rd dose),7,NA,WT,BA.2,6.21,,6.21,1800,290,,,,,,,,,,,3*Pfizer,4-6w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,3*Pfizer (4-6w post 3rd dose),7,NA,WT,BA.4/5,10,,10,1800,180,,,,,,,,,,,3*Pfizer,4-6w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ,8,NA,WT,BA.1,>>21.43,>>,21.43,300,14,,,,,,,,,,,2*AZ,,2*AZ,2,az,az,az,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ,8,NA,WT,BA.2,>>13.04,>>,13.04,300,23,,,,,,,,,,,2*AZ,,2*AZ,2,az,az,az,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ,8,NA,WT,BA.4/5,>>15,>>,15,300,20,,,,,,,,,,,2*AZ,,2*AZ,2,az,az,az,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ + Pfizer (4-6w post 3rd dose),8,NA,WT,BA.1,9.43,,9.43,2500,265,,,,,,,,,,,2*AZ + Pfizer,4-6w post 3rd dose,2*AZ + Pfizer,3,heterologous,az+mRNA,heterologous,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ + Pfizer (4-6w post 3rd dose),8,NA,WT,BA.2,3.52,,3.52,2500,710,,,,,,,,,,,2*AZ + Pfizer,4-6w post 3rd dose,2*AZ + Pfizer,3,heterologous,az+mRNA,heterologous,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,2*AZ + Pfizer (4-6w post 3rd dose),8,NA,WT,BA.4/5,8.62,,8.62,2500,290,,,,,,,,,,,2*AZ + Pfizer,4-6w post 3rd dose,2*AZ + Pfizer,3,heterologous,az+mRNA,heterologous,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,BA.1 conv,,NA,WT,BA.1,0.04,,0.04,403,9210,,,,,,,,,,,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,BA.1 conv,,NA,WT,BA.2,0.33,,0.33,403,1210,,,,,,,,,,,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,BA.1 conv,,NA,WT,BA.4/5,01.01,,01.01,403,400,,,,,,,,,,,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,BA.1/BA.2 conv,,NA,WT,BA.1,3.23,,3.23,420,130,,,,,,,,,,,BA.1/BA.2 conv,,BA.1/BA.2 conv,BA.2 conv,BA.2 conv,BA.2 conv,BA.2 conv,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,BA.1/BA.2 conv,,NA,WT,BA.2,01.02,,01.02,420,410,,,,,,,,,,,BA.1/BA.2 conv,,BA.1/BA.2 conv,BA.2 conv,BA.2 conv,BA.2 conv,BA.2 conv,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,BA.1/BA.2 conv,,NA,WT,BA.4/5,3,,3,420,140,,,,,,,,,,,BA.1/BA.2 conv,,BA.1/BA.2 conv,BA.2 conv,BA.2 conv,BA.2 conv,BA.2 conv,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.1,,NA,WT,BA.1,0.76,,0.76,4840,6370,,,,,,,,,,,Vacc + BA.1,,Vacc + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.1,,NA,WT,BA.2,1.21,,1.21,4840,4000,,,,,,,,,,,Vacc + BA.1,,Vacc + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.1,,NA,WT,BA.4/5,2.52,,2.52,4840,1920,,,,,,,,,,,Vacc + BA.1,,Vacc + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.2,,NA,WT,BA.1,0.76,,0.76,4800,6300,,,,,,,,,,,Vacc + BA.2,,Vacc + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.2,,NA,WT,BA.2,0.64,,0.64,4800,7500,,,,,,,,,,,Vacc + BA.2,,Vacc + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.2,,NA,WT,BA.4/5,3.43,,3.43,4800,1400,,,,,,,,,,,Vacc + BA.2,,Vacc + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.1/2,,NA,WT,BA.1,2.34,,2.34,1940,830,,,,,,,,,,,Vacc + BA.1/2,,Vacc + BA.1/2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.1/2,,NA,WT,BA.2,2.94,,2.94,1940,660,,,,,,,,,,,Vacc + BA.1/2,,Vacc + BA.1/2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,Lentiviral,293T-ACE2
Peacock/Doores,https://www.biorxiv.org/content/10.1101/2022.05.25.493397v1.full.pdf,n,y,2022.05.25,UK,Lentiviral Pseudotype,HEK293T-ACE2,Vacc + BA.1/2,,NA,WT,BA.4/5,3.53,,3.53,1940,550,,,,,,,,,,,Vacc + BA.1/2,,Vacc + BA.1/2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,Lentiviral,293T-ACE2
Barclay,https://www.biorxiv.org/content/10.1101/2022.05.20.492779v1.full.pdf,n,n,2022.05.20,UK,Lentiviral pseudotype,293T-ACE2,WT conv,9,NA,D614G,BA.1,127.92,,127.92,10745,84,,,4.2,2579,12.6,853,,,1.8,6097,WT conv,,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,Lentiviral,293T-ACE2
Barclay,https://www.biorxiv.org/content/10.1101/2022.05.20.492779v1.full.pdf,n,n,2022.05.20,UK,Lentiviral pseudotype,293T-ACE2,Alpha conv,9,NA,D614G,BA.1,32.67,,32.67,1960,60,,,0.5,3578,2.5,773,,,0.9,2257,Alpha conv,,Alpha conv,Alpha conv,Alpha conv,Alpha conv,Alpha conv,Pseudovirus,Lentiviral,293T-ACE2
Barclay,https://www.biorxiv.org/content/10.1101/2022.05.20.492779v1.full.pdf,n,n,2022.05.20,UK,Lentiviral pseudotype,293T-ACE2,Delta conv,12,NA,D614G,BA.1,62.56,,62.56,6319,101,,,1.9,3329,2.4,2686,,,0.5,12115,Delta conv,,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T-ACE2
Barclay,https://www.biorxiv.org/content/10.1101/2022.05.20.492779v1.full.pdf,n,n,2022.05.20,UK,Lentiviral pseudotype,293T-ACE2,Delta conv,12,NA,D614G,BA.2,55.43,,55.43,6319,114,,,1.9,3329,2.4,2686,,,0.5,12115,Delta conv,,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T-ACE2
Barclay,https://www.biorxiv.org/content/10.1101/2022.05.20.492779v1.full.pdf,n,n,2022.05.20,UK,Lentiviral pseudotype,293T-ACE2,BA.1 conv,16,NA,D614G,BA.1,0.04,,0.04,322,7303,,,2.2,148,1,312,,,1,310,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2
Barclay,https://www.biorxiv.org/content/10.1101/2022.05.20.492779v1.full.pdf,n,n,2022.05.20,UK,Lentiviral pseudotype,293T-ACE2,BA.1 conv,16,NA,D614G,BA.2,0.68,,0.68,322,476,,,2.2,148,1,312,,,1,310,BA.1 conv,,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T-ACE2
